PMID,标题,摘要,关键词,主题词,期刊,年份
41853751,A Machine Learning-Derived Risk Score Based on Dietary Nutrient Intake for Early Detection and Prognostic Prediction of Preserved Ratio Impaired Spirometry.,,dietary intake; machine learning; preserved ratio impaired spirometry; prognosis; stratification,,International journal of chronic obstructive pulmonary disease,2026
41853709,Elevated Peripheral White Blood Cell Count and Lower Urinary Tract Symptom Risk: A Population-Based Cross-Sectional Study of Chinese Men.,,cross-sectional study; epidemiology; lower urinary tract symptoms; storage symptoms; systemic inflammation; voiding symptoms,,Research and reports in urology,2026
41853641,Clinical characteristics of fulminant type 1 diabetes mellitus following acute pancreatitis.,,Acute pancreatitis; Fulminant type 1 diabetes mellitus; Genetic predisposition; Glutamic acid decarboxylase antibody,,Metabolism open,2026
41853630,Fasting Metabolite Panel for OGTT-Free Diagnosis of Gestational Diabetes Mellitus: A Machine Learning Approach Validated in Dual Cohorts.,,diagnosis model; fasting glucose; gestational diabetes mellitus; machine learning; metabolite biomarker,,"Diabetes, metabolic syndrome and obesity : targets and therapy",2026
41852728,"A retrospective cohort study identifies differential diabetes progression among Han, Dai, and Yi groups in Yunnan.","To investigate ethnic differences inprogression from prediabetes to diabetes in a multi-ethnic community, and develop prediction models for diabetes risk and glycemic progression. This 4.7-year retrospective cohort included 4,726 non-diabetic Han, Yi, and Dai individuals. Cox regression was used to analyze the cumulative incidence of diabetes. Two prediction models were developed and validated: a diabetes risk model and GlycoStep, a model for glycemic progression. Prediabetes was significantly associated with diabetes development (HR = 2.25). Over 4.7 years, the cumulative diabetes incidence was 12.7% in the prediabetes group versus 5.5% in normoglycemic individuals. The Yi had the highest incidence, followed by Han and Dai. The diabetes risk model achieved a C-index of 0.76 and AUCs of 0.65-0.80 over 2-4 years, demonstrating effective predictive performance. Similarly, the GlycoStep model exhibited strong predictive ability (C-index: 0.66; AUC range: 0.68-0.77), with ethnic-specific variations. These findings highlight ethnic disparities in diabetes progression and support individualized prevention strategies in multi-ethnic communities.",Bioinformatics; Biological sciences; Health sciences; Patient social context,,iScience,2026
41852708,Eosinophil count combined with routine indicators enhances early risk prediction value for ARDS in ICU patients: a retrospective cohort study.,,acute respiratory distress syndrome; eosinopenia; intensive care unit; retrospective cohort study; risk prediction,,"Open medicine (Warsaw, Poland)",2026
41852609,Predicting cardiovascular toxicity in anti-PD-1/PD-L1 therapy: a risk factor analysis and model development.,,cardiovascular toxicity; immune examination point inhibitors (ICIs); nomogram; programmatic cell death protein-1 (PD-1); programming death ligand-1 (PD-L1); risk factors,,Frontiers in cardiovascular medicine,2026
41852584,Preimplantation genetic testing for polygenic diseases: A novel paradigm in embryo selection.,"Polygenic diseases are caused by a number of independently acting or interacting polymorphic genomic variants in conjunction with environmental factors, and show an increasing global prevalence, posing a significant threat to individual and public health. Given the limited curative prospects for polygenic diseases owing to their complex etiology, preventive strategies have gained paramount importance. Preimplantation genetic testing for polygenic disorders (PGT-P) is an advanced in vitro fertilization technique that screens embryos for genetic susceptibility to polygenic diseases, aiming to reduce the risk of offspring developing conditions such as diabetes, schizophrenia, polycystic ovary syndrome, and certain cancers. This technology calculates polygenic disease risks across sibling embryos relying on the use of a polygenic risk score (PRS) that counts the effects of risk alleles derived from genome-wide association studies. Using PGT-P, each embryo's PRS is computed for any disease or trait of interest, and the euploid embryo with the lowest PRS is prioritized for implantation. As a result, PGT-P may decrease the disease risk for future offspring and provide a novel strategy for embryo ranking, selection, or even discarding. In this review, we systematically summarize the current knowledge regarding PGT-P, detailing its workflow, potential benefits, predictive power, expected risk reduction and significant limitations. We further evaluate its utility and practical implementation in clinical practice and outline critical directions for future research.",Embryo selection; Genome-wide association studies; Polygenic diseases; Polygenic risk score; Preimplantation genetic testing for polygenic disease,,Biochemistry and biophysics reports,2026
41852484,Exercise modality-dependent non-hypertrophic anabolic adaptations in skeletal muscle of rats with type 2 diabetes.,,aerobic exercise; irisin; muscle fibrosis; muscle protein turnover; resistance exercise; skeletal muscle atrophy; ubiquitin–proteasome system,,Frontiers in physiology,2026
41852476,Traditional Chinese medicine for type 2 diabetes with metabolic-associated steatotic liver disease: unified effects and design thresholds.,,interpretable machine learning; knowledge graph; meta-analysis; metabolic-associated steatotic liver disease; traditional Chinese medicine; type 2 diabetes mellitus,,Frontiers in endocrinology,2026
41852471,Association between diabetes mellitus and risk of Alzheimer's disease: a meta-analysis and systematic review.,,Alzheimer’s disease; dementia; diabetes mellitus; meta-analysis; systematic review,,Frontiers in endocrinology,2026
41852470,Traditional Chinese medicine in diabetes management: a comprehensive review of mechanisms and therapeutic potential.,,diabetes mellitus; diabetic complications; elderly; herbal therapy; traditional Chinese medicine,,Frontiers in endocrinology,2026
41852263,Artificial Intelligence in Type 1 Diabetes Management: A Scoping Review of Randomised Controlled Trials.,,artificial intelligence; diabetes management; randomised controlled trials (RCTs); safety; type 1 diabetes,,"Diabetes, obesity & metabolism",2026
41852256,Advances in Electrocardiogram-Based Non-Invasive Blood Glucose Monitoring Technology.,"Blood glucose monitoring is fundamental to diabetes management, yet traditional invasive methods are limited by patient discomfort and infection risks. In recent years, electrocardiogram (ECG), a conventional tool for cardiovascular assessment, has gained attention as a prospective method for non-invasive blood glucose monitoring. The underlying principle is that glycemic fluctuations can modulate autonomic nervous system activity, thereby influencing cardiac electrophysiology and leading to alterations in ECG waveforms. Researchers have investigated the link using machine learning, deep learning or multimodal fusion models to estimate blood glucose levels. This review outlines the physiological basis and recent advances in ECG-based non-invasive glucose monitoring while evaluating clinical challenges and future directions.",blood glucose monitoring; deep learning; electrocardiogram; multimodal fusion; non‐invasive,,"Diabetes, obesity & metabolism",2026
41852028,"AG1295 Attenuates High-Glucose-Induced Proliferation, Migration, Phenotype Transition, and Interleukin-6 Expression in Human Corneal Stromal Fibroblasts.",,cornea; corneal fibroblasts; diabetes; high glucose; platelet-derived growth factor receptor,,Journal of ocular pharmacology and therapeutics : the official journal of the Association for Ocular Pharmacology and Therapeutics,2026
41851893,Reallocating 24-hour movement behaviors and cardiometabolic health in adults: a systematic review and meta-analysis.,,Cardiometabolic health; Physical activity; Sedentary behaviors; Sleep,,Archives of public health = Archives belges de sante publique,2026
41851883,Predictive value of six first-trimester insulin resistance indices for gestational diabetes mellitus and oral glucose tolerance test results.,,First-trimester; GDM; HSI; METS-IR; TG/HDL-C; TyG; TyG-BMI; ZJU,,Diabetology & metabolic syndrome,2026
41851856,Predictive value of three insulin resistance surrogate indices for symptomatic hypoglycemia risk in hospitalized patients with type 2 diabetes: a retrospective cohort study.,,Continuous glucose monitoring (CGM); Hypoglycemia; Insulin resistance (IR); Risk prediction; Triglyceride-glucose index (TyG),,BMC endocrine disorders,2026
41851855,Characterizing the effects of genetic liability to autoimmune conditions on pregnancy outcomes using Mendelian randomization.,,Autoimmune conditions; Causality; Genetic; Mendelian randomization; Pregnancy,,BMC medicine,2026
41851824,NHANES-Derived Machine Learning Model for Early Identification of Frailty Risk in CKM: Optimizing Resource Allocation Through Predictive Analytics.,,CKM; NHANES; cardiovascular–kidney–metabolic; frailty; machine learning; predictive model,,Cardiovascular therapeutics,2026
41851698,Risk factor profiles for infections in individuals with type 2 diabetes: a prospective cohort study.,,Cohort; Diabetes; Infections; Population attributable fraction; Risk factors,,BMC medicine,2026
41851246,Identification and validation of NETs-associated biomarkers in osteoporosis with diabetes.,"Osteoporosis and diabetes represent major global public health challenges. Neutrophil extracellular traps (NETs) serve as key components of the innate immune system by capturing and eliminating pathogens. This exploratory study aimed to preliminarily identify biomarkers associated with NETs in osteoporosis with diabetes and to provide initial insights into underlying molecular mechanisms. A transcriptomic sequencing dataset was integrated to analyze the molecular profiles of comorbid osteoporosis and diabetes (OP-DM). The NETs-related genes (NETs-RGs) were curated from previous literature. As a pilot investigation, biomarkers were identified through differential analysis, machine learning, and receiver operating characteristic (ROC). These candidate biomarkers were further evaluated by qRT-PCR and ELISA. Subsequently, molecular regulatory network construction, immune infiltration analysis, enrichment analysis, and drug prediction were conducted to generate hypotheses. S100A12 and SLC25A37 were identified as potential biomarkers. Their significant upregulation at the protein level (S100A12 and SLC25A37) was observed in an independent cohort. Enrichment analysis suggested that S100A12 was significantly enriched in 68 pathways, including ""ECM-receptor interaction"" and ""maturity onset diabetes of the young"". SLC25A37 was significantly enriched in 54 pathways, primarily including ""ribosome"" and ""Toll-like receptor signaling pathway"". A total of 7 immune cell types exhibited differences between the two groups. Furthermore, the XIST-hsa-miR-146a-5p-S100A12 and XIST-hsa-miR-7-5-SLC25A37 axes were suggested to have potential regulatory roles. Drugs such as rimegepant and eptinezumab were associated with biomarkers. This preliminary study suggests that S100A12 and SLC25A37 may serve as candidate biomarkers associated with NETs in osteoporosis with diabetes, providing a preliminary theoretical foundation for future larger-scale studies.",Biomarkers; Machine learning; Neutrophil extracellular traps; Osteoporosis with diabetes,,Scientific reports,2026
41850951,"Comment on ""Identifying high glucose variability using non-glycemic factors in low continuous glucose monitoring use settings"".","This Letter to the Editor critically evaluates the non-CGM-related clinical indicators of glycemic variability (%CV ≥36%) in type 2 diabetes patients reported by Chandran et al., given the low utilization rate of continuous glucose monitoring (CGM) systems. It points out several inconsistencies in definitions and numerical values (including the coefficient of variation calculation formula, summary metrics, confidence intervals, and chart interpretation). Furthermore, clarifying the model specifications and reporting methods would improve the reproducibility of the study and facilitate its application in developing CGM-prioritized treatment strategies.",Chronic kidney disease; Coefficient of variation; Confounding by indication; Continuous glucose monitoring; Glucose variability; Reporting accuracy,,Primary care diabetes,2026
41850877,An integrated bioprocess for the production of insulin icodec in <i>Pichia pastoris</i>.,"The global prevalence of diabetes highlights the urgent need for efficient and scalable insulin manufacturing. Insulin icodec, the first once-weekly basal insulin analog approved for clinical use, offers significant therapeutic benefits but presents manufacturing challenges due to its structural complexity. In this study, an integrated process was developed to produce insulin icodec in <i>Pichia pastoris</i>. A high-expression GS115 strain was engineered and cultivated under high-cell-density fermentation, yielding 7.53 g/L proinsulin in the supernatant (5.04 g/L in whole broth). The downstream process combined cation-exchange chromatography capture, enzymatic conversion to the desB30 insulin analog using lysyl endopeptidase, and optimization of fatty acid acylation through response surface methodology (RSM). Final purification by a sequential two-step reversed-phase chromatography polishing achieved a purity of 99.90%. The structural and functional equivalence to commercial insulin icodec was verified by RP-HPLC, HR-LC-MS, peptide mapping, and cell-based proliferation assays. Collectively, this study establishes a comprehensive and high-yield platform for insulin icodec biosimilar production and provides a generalizable framework for the manufacturing of other long-acting or structurally complex insulin analogs.",Fermentation; Pichia pastoris; fatty acid acylation; insulin icodec; production process; purification,,Preparative biochemistry & biotechnology,2026
41850703,Response letter to: clarifying decision rules and implementation boundaries for a two-step FIB-4-VCTE pathway in type 2 diabetes and MASLD.,,"CLINICAL DECISION MAKING; DIABETES MELLITUS, TYPE 2; FATTY LIVER; HEPATIC FIBROSIS",,Gut,2026
41850663,HIF-1α ameliorates myocardial apoptosis and promotes angiogenesis in diabetic myocardial infarction.,"Diabetic hearts exhibit low hypoxia-inducible factor-1α (HIF-1α) activity, which aggravates cardiomyocyte apoptosis and impairs angiogenesis after infarction. Whether sustained HIF-1α expression can rescue these defects remains unclear. Here, a triple-point mutant that escapes von Hippel-Lindau (VHL)-mediated degradation (HIF-1α-Trip; P402A/P564A/N803A) was delivered to primary cardiomyocytes, cardiac microvascular endothelial cells (CMECs) and to streptozotocin-diabetic mice subjected to permanent left-anterior-descending (LAD) ligation. HIF-1α-Trip restored PI3K/Akt signaling, increased the Bcl-2/Bax ratio, and reduced TUNEL<sup>+</sup> cardiomyocytes under high-glucose/hypoxic stress. In vivo, intramyocardial AAV9-HIF-1α-Trip increased CD31-positive microvessel density, improved cardiac function and reduced Masson-defined fibrosis-despite ongoing hyperglycemia. These benefits were recapitulated in high-glucose/hypoxic cardiomyocytes and CMECs, where HIF-1α-Trip decreased cardiomyocyte apoptosis and enhanced CMEC proliferation, migration, and tube formation while up-regulating VEGF secretion. Thus, local delivery of oxidation-resistant HIF-1α mutant simultaneously curbs apoptosis and promotes angiogenesis in diabetic myocardial infarction, offering a straightforward antioxidant gene therapy.",Angiogenesis; Apoptosis; Diabetes; HIF-1α; Myocardial infarction; PI3K/Akt,,Biochemical pharmacology,2026
41850605,Joint effects of physical activity and diet quality on depressive symptoms and all-cause mortality in adults with diabetes: NHANES 2007-2018.,"Depressive symptoms are common among adults with diabetes and are associated with adverse clinical outcomes, including mortality. Evidence from general populations suggests that physical activity (PA) and diet quality (DQ) may have a joint relationship with mental health and survival; however, evidence focusing specifically on adults with diabetes remains comparatively sparse. We analyzed data from 3451 U.S. adults with diabetes in the NHANES 2007-2018 dataset. Depressive symptoms were assessed at the baseline examination using the Patient Health Questionnaire-9 (PHQ-9 score ≥ 10), and all-cause mortality was ascertained through linkage to the National Center for Health Statistics linked mortality files up to December 31, 2019. PA (MET-min/week) and DQ (Healthy Eating Index-2015 [HEI-2015]) were examined using survey-weighted logistic regression for prevalent depressive symptoms and survey-weighted Cox proportional hazards models for subsequent mortality, with restricted cubic splines to assess dose-response relationships. Multiplicative and additive interactions between PA and DQ were evaluated. Additionally, complementary machine learning analyses were conducted to evaluate predictive performance and feature contributions. Higher PA and better DQ were generally associated with lower odds of depressive symptoms and lower hazards of all-cause mortality. A combined favorable PA and DQ profile was also associated with more favorable outcomes. PA showed a nonlinear inverse association with depressive symptoms, with lower predicted probabilities around 2000-3000 MET-min/week, whereas HEI-2015 did not demonstrate a nonlinear association. These findings highlight the potential importance of integrated lifestyle behaviors in relation to mental health and survival among adults with diabetes.",Depressive symptoms; Diabetes; Dietary quality; Mortality; National Health and Nutrition Examination Survey; Physical activity,,Journal of affective disorders,2026
41850461,"A review on molecular crosstalk: Bioactive polysaccharides and gut microbiota in type 2 diabetes-Pathways, signaling, and therapeutic translation.","Type 2 diabetes mellitus (T2D) is a chronic metabolic disorder characterized by insulin resistance, impaired glucose homeostasis, and low-grade inflammation, in which gut microbiota dysbiosis plays a pivotal role in disease progression. Natural bioactive polysaccharides (NBPs) from diverse sources have emerged as effective microbiota-targeted agents with antidiabetic potential. After colonic fermentation, NBPs are metabolized into key microbial products, including short-chain fatty acids (SCFAs), indole derivatives, and secondary bile acids (SBAs), which reshape microbial ecological composition and host metabolic signaling. This review summarizes NBPs sources, structural characteristics, and antidiabetic activities, emphasizing how monosaccharide composition, molecular weight, solubility, degree of branching, and glycosidic linkages determine fermentability and microbial diversity. Motifs such as β-(1 → 3)/(1 → 4) linkages in β-glucans and β-(1 → 4)-mannan backbones with α-(1 → 6)-galactose substitutions in galactomannans promote selective utilization by polysaccharide-degrading taxa (e.g., Bacteroides and Bifidobacterium), enriching butyrate producing genera including Faecalibacterium and Lactobacillus. NBPs also improve intestinal barrier integrity by maintaining tight junction proteins (Occludin & ZO-1) and reducing lipopolysaccharide (LPS) translocation, thereby alleviating endotoxemia. In parallel, SCFA and SBAs modulate glycemic control via GPR41/43, FXR and TGR5 signaling, promoting glucagon-like peptide-1 (GLP-1) secretion and enhancing insulin sensitivity. Integrating multi-omics profiling with AI-driven predictive modeling may further decode polysaccharide structure-microbiota-metabolite interaction and enable precision NBP-based strategies for optimized glycemic control in T2D. Overall, this review provides a mechanistic and translational framework of advance structure-guide development of microbiota targeted polysaccharides for the management of T2D.",Artificial intelligence; Bioactive polysaccharides; Gut microbiota; Multi-omics; Short-chain fatty acids; Type 2 diabetes mellitus,,International journal of biological macromolecules,2026
41850241,Suboptimal therapeutic responses associated with semaglutide in type 2 diabetes and obesity: A meta-analysis of randomized controlled trials.,"Semaglutide has emerged as a leading therapy for metabolic disorders, with robust evidence supporting its role in treating obesity and type 2 diabetes while reducing cardiovascular and renal risks. However, limited data exist on the proportion of patients who have suboptimal therapeutic responses or discontinue treatment due to adverse events. We present an analysis including 33 randomized controlled trials (RCTs) comprising 21,023 participants. Across included trials of patients with and without type 2 diabetes, 33.4% and 65.1% of participants did not achieve ≥5% or ≥10% total body weight reduction, respectively. Stratified analyses demonstrated higher rates of suboptimal outcomes among individuals with type 2 diabetes mellitus (T2DM), with up to 79.8% not achieving ≥10% weight loss, compared to 30.1% among individuals without T2DM. While semaglutide is effective in many patients, a substantial subset of patients has suboptimal weight or glycemic improvements or discontinues therapy. This study was registered with PROSPERO (CRD420251086132).",longitudinal; randomized clinical trials; reduction; semaglutide,,Cell reports. Medicine,2026
41849948,"Design, synthesis of novel methyl-glycosyl furanose based sulfonium type α-glucosidase inhibitors with potent antihyperglycemic activity.","Developing effective α-glucosidase inhibitors is critical for managing hyperglycemia in individuals with high-carbohydrate diets; however, current drugs exhibit limitations in both efficacy and tolerability. In the present study, 25 derivatives of neoponkoranol, an active sulfonium type α-glucosidase inhibitor identified from Genus Salacia were synthesized. These compounds containing a methyl-glycosyl furanose scaffold modified with various hydrophobic groups at the 5'-O-position, were characterized using HRMS and NMR spectroscopy. Biological evaluations demonstrated a selectively enhanced maltase inhibition profile while maintaining broad-spectrum activity. Most sulfonium salts exhibited potent inhibitory activity against maltase and sucrase with IC<sub>50</sub> values ranging from 0.14 to 2.21 μM; these potencies are comparable to or superior to those of the positive controls acarbose and voglibose. In addition, the designed derivatives also exhibited strong isomaltase inhibitory activities whereas acarbose was almost inactive against this enzyme. Compound LY-23 emerged as the most potent inhibitor with maltase IC<sub>50</sub> = 0.18 ± 0.03 μM, sucrase IC<sub>50</sub> = 0.14 ± 0.01 μM, and isomaltase IC<sub>50</sub> = 0.51 ± 0.06 μM. Mechanism studies characterized LY-23 as a competitive inhibitor. Molecular docking along with 3D fluorescence and CD spectral analyses indicated that LY-23 binds to α-glucosidase, inducing secondary structural and conformational changes in the enzyme. Furthermore, LY-23 showed no significant cytotoxicity in HEK293T and L02 cells. Remarkably, in vivo studies revealed that the oral administration of LY-23 (1.0 or 10.0 mg/kg) effectively reduced postprandial blood glucose levels in normal ICR mice following maltose or sucrose loading, with an efficacy comparable to that of voglibose (1.0 mg/kg) and acarbose (20.0 mg/kg), respectively. These findings highlight LY-23 as a promising candidate for the development of novel α-glucosidase inhibitors with antihyperglycemic properties.",Antihyperglycemic activities; Neoponkoranol; Sulfonium salts; Type 2 diabetes mellitus; α-Glucosidase inhibitors,,European journal of medicinal chemistry,2026
41849763,Prognostic Factors for Long-Term Risk of Stroke After Transient Ischemic Attack or Minor Stroke: A Systematic Review and Meta-Analysis.,,,,Circulation,2026
41849744,Gestational Exposure to Tri-<i>n</i>-butyl Phosphate Induces Maternal Insulin Resistance and Glucose Intolerance by Antagonizing Estrogen Receptor Alpha.,"Epidemiological evidence links tri-<i>n</i>-butyl phosphate (TNBP) exposure to gestational diabetes mellitus (GDM), but mechanistic insights remain unclear. This study demonstrated that gestational TNBP exposure induced a GDM-like phenotype in pregnant mice, characterized by glucose intolerance, but not in nonpregnant female mice. This pregnancy-specific susceptibility might be attributed to significantly higher internal levels of TNBP and its metabolites dibutyl phosphate (DNBP) and dibutyl-3-hydroxybutyl phosphate (3-OH-TNBP) than the nonpregnant mice, subsequently exacerbating insulin resistance in the pregnant mice. The hyperglycemia in pregnant mice was closely associated with the reduced expression of estrogen receptors (<i>p</i> < 0.01). Through integrated biomolecular approaches (e.g., Western blotting and surface plasmon resonance), estrogen receptor alpha (ERα) was identified as the primary binding target, resulting in decreased ERα protein expression and transcriptional activity. Transcriptomics further revealed that exposure to TNBP disrupted ERα-regulated gene networks and the ERα/PI3K/Akt pathway in the pregnant mice, consequently downregulating glucose transporter 2 and impairing glucose metabolism. <i>In vitro</i> validation using pregnancy hormone-primed HepG2 cells confirmed that TNBP and its metabolites induced ERα-mediated glucose dysregulation, with a potency order of 3-OH-TNBP > DNBP > TNBP. These findings establish a novel mechanism by which gestational TNBP exposure disrupts maternal glucose homeostasis via ERα signaling suppression.",ERα; Gestational exposure; TNBP and metabolites; glucose intolerance; insulin insistence,,Environmental science & technology,2026
41849648,The role of mesencephalic astrocyte-derived neurotrophic factor in digestive diseases.,,Digestive diseases; MANF; intestine; liver; pancreas,,Annals of medicine,2026
41849094,Development and validation of an artificial intelligence-based model for predicting teicoplanin plasma concentrations in intensive care unit patients with pulmonary infections: a retrospective study.,,Intensive care unit; Machine learning; Personalized medicine; Plasma concentration; Pulmonary infection; Teicoplanin; Therapeutic drug monitoring,,International journal of clinical pharmacy,2026
41848902,Plasma metabolite association profiles for type 2 diabetes genetic clusters in Finnish men.,,Genetic cluster; Metabolomics; Polygenic risk score; Type 2 diabetes,,Diabetologia,2026
41848900,Differential healthcare costs in individuals with type 2 diabetes and incident chronic kidney disease in Hong Kong: a latent class trajectory analysis.,,Chronic kidney disease; EQ-5D-3L; Elixhauser Comorbidity Index; Healthcare costs; Latent class trajectory; Type 2 diabetes; Young-onset diabetes,,Diabetologia,2026
41848819,"Improved Glycaemic Control with IDegLira in Chinese Adults with Type 2 Diabetes in Real-World Settings: A Retrospective, Database Cohort Study.",,Chinese; Glycaemic control; IDegLira; Real-world evidence; Type 2 diabetes,,"Diabetes therapy : research, treatment and education of diabetes and related disorders",2026
41848818,"Real-World Cohort Study of Semaglutide in Adults with Type 2 Diabetes Using an Electronic Health Records Database in Tianjin, China.",,Chinese population; GLP-1RA; Real-world data; Semaglutide; Type 2 diabetes,,"Diabetes therapy : research, treatment and education of diabetes and related disorders",2026
41848631,Hydrogen Sulfide Donor Featuring Dual-Modal Imaging for the Theranostic Management of Drug-Induced Liver Injury.,"Drug-induced liver injury (DILI) in diabetes remains a critical and clinically challenging disease due to the lack of effective theranostic tools. Herein, we report <b>SKCLS</b>, a carboxylesterase (CE, an enzyme overexpressed in the liver)-activatable hydrogen sulfide (H<sub>2</sub>S) donor integrating near-infrared fluorescence and chemiluminescence (NIRF/CHL) imaging for DILI theranostics in diabetes. Upon CE-mediated hydrolysis, <b>SKCLS</b> undergoes a self-immolative reaction to generate NIRF and CHL signals for the precise tracking of liver repair processes and the release of carbonyl sulfide (COS), which can be rapidly converted to H<sub>2</sub>S via carbonic anhydrase (CA). The <i>in situ</i> delivery of H<sub>2</sub>S effectively alleviates oxidative injury by activating the Keap1-Nrf2/ARE pathway and accelerates hepatic functional recovery. This study successfully establishes an innovative theranostic platform that combines dual-mode diagnosis and H<sub>2</sub>S therapy. It not only effectively solves the theranostic problems associated with DILI management in diabetes but also opens up new avenues for managing other injury-related liver diseases.",,,Journal of medicinal chemistry,2026
41848190,A Machine Learning-Based Clinical Tool for Predicting Inadequate Bowel Preparation: Development and Validation.,,Bowel preparation; Colonoscopy; Machine learning; Predictive model,,Clinical and translational gastroenterology,2026
41847948,Cost-effectiveness analysis of the use of faricimab in diabetic macular edema in China.,"<b>Aim:</b> Diabetic macular edema (DME) is one of the leading causes of vision impairment in diabetic patients. The aim of this study was to evaluate the cost-effectiveness of faricimab (Vabysmo<sup>®</sup>), the first bispecific antibody targeting VEGF-A and ANG-2, for treating DME in China. <b>Materials & methods:</b> We conducted a cost-effectiveness analysis from the perspective of the Chinese health system using a Markov model to simulate long-term outcomes in DME patients. The model population was based on the Chinese subgroup from the RHINE trial, with a mean starting age of 58.7 years. Faricimab, administered according to a personalized treatment interval regimen following four initial monthly injections, was compared with aflibercept (every 8 weeks) and with ranibizumab and conbercept (both following a pro-re nata dosing regimen). The model incorporated clinical efficacy, adverse events, quality-adjusted life years and direct costs. Extensive sensitivity analyses (one-way and probabilistic) were performed to assess the robustness of the findings. <b>Results:</b> Over 20 years, faricimab gained 0.42, 0.61, 0.80 incremental quality-adjusted life years compared with aflibercept, conbercept, ranibizumab, while reducing treatment costs by 33,315 Chinese Yuan (CNY), 59,061 CNY and 12,314 CNY, respectively. Sensitivity analyses confirmed the robustness of these results, consistently demonstrating faricimab as a dominant and cost-effective treatment option for DME. <b>Conclusion:</b> This first Chinese cost-effectiveness study of faricimab for DME shows it enhances visual outcomes and reduces costs, supporting its adoption and providing evidence for healthcare decision-making on reimbursement and resource allocation.",Markov model; anti-VEGF therapy; cost-effectiveness; diabetic macular edema; faricimab,,Journal of comparative effectiveness research,2026
41847695,Identifying key risk factors for thrombocytopenia in patients undergoing radical chemoradiotherapy for nasopharyngeal cancer: a retrospective study.,,chemoradiotherapy; diabetes mellitus; hypertension; nasopharyngeal carcinoma; risk factors; thrombocytopenia,,Frontiers in oncology,2026
41847567,Risk factors for postoperative febrile urinary tract infection in patients with urolithiasis: a meta-analysis.,,febrile urinary tract infection (FUTI); meta-analysis; postoperative; risk factors; urinary calculi surgery,,Frontiers in surgery,2026
41847524,Surgical Outcomes of Cataract Surgery Following Rapid Glycemic Control During Preoperative Period.,,HbA1c; cataract surgery; complications; diabetic retinopathy; rapid glycemic control; type 2 diabetes mellitus,,"Clinical ophthalmology (Auckland, N.Z.)",2026
41847518,Risk factors for acute kidney injury following transcatheter aortic valve replacement: a systematic review and meta-analysis.,,AKI; TAVR; meta-analysis; risk factors; systematic review,,Frontiers in cardiovascular medicine,2026
41847481,Development and Validation of a Machine Learning-Based Prediction Model for Cardiovascular Disease in Patients with Metabolic Dysfunction-Associated Fatty Liver Disease.,,Cardiovascular disease; MAFLD; NHANES; SHAP; machine learning; risk stratification,,The Turkish journal of gastroenterology : the official journal of Turkish Society of Gastroenterology,2026
41847458,The predictive value of surrogate insulin resistance indices for T2DM complicated with metabolic syndrome: a retrospective study based on hospitalized patients in China.,,insulin resistance; metabolic syndrome; prediction model; triglyceride glucose-body mass index; triglyceride to high-density lipoprotein cholesterol ratio; triglyceride-glucose index; type 2 diabetes mellitus,,Frontiers in endocrinology,2026
41847453,"Association of circadian rhythms, MTNR1B, BMAL1, BMAL2, and CRY2 gene polymorphisms and their interactions with type 2 diabetes in coal miners.",,MINER; circadian rhythm; gene polymorphism; interaction effect; type 2 diabetes mellitus,,Frontiers in endocrinology,2026
41847452,Uric acid and hyperuricemia in relation to non-alcoholic fatty liver disease among individuals with type 2 diabetes: insights from a cross-sectional analysis.,,hyperuricemia; non-alcoholic fatty liver disease; restricted cubic spline; type 2 diabetes mellitus; uric acid,,Frontiers in endocrinology,2026
41847451,Association between endothelin-1 and diabetic retinopathy: a systematic review and meta-analysis.,,DR; ET-1; diabetic retinopathy; endothelin-1; meta-analysis,,Frontiers in endocrinology,2026
41847448,Effects of different dosages of Sodium-glucose cotransporter 2 inhibitors on glucose level change in patients with type 2 diabetes stratified by HbA1c and renal function: a systematic review and meta-analysis.,,SGLT2 inhibitors; baseline HbA1c; dose-response relationship; meta-analysis; renal function,,Frontiers in endocrinology,2026
41847446,Association between the triglyceride-glucose index and risk of type 2 diabetes mellitus and the mediating effect of BMI: a comparative analysis in Chinese and Japanese populations.,,body mass index; east asian populations; mediation analysis; the triglyceride-glucose index; type 2 diabetes mellitus,,Frontiers in endocrinology,2026
41847444,Correlation between serum prolactin and the systemic immune-inflammation index in diabetic kidney disease: a cross-sectional study.,,cross-sectional investigation; diabetic kidney disease; micro-inflammation; prolactin; systemic immune-inflammation index,,Frontiers in endocrinology,2026
